Date,Tm,,Opp,Rslt,Inngs,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,ROE,GDP,SB,CS,BA,OBP,SLG,OPS,BOP,aLI,WPA,acLI,cWPA,RE24,Pos,cWPA,RE24,Pos
Aug 30 (1),NYY,,CHW,W8-1,CG,5,5,0,3,0,0,0,2,0,0,0,0,0,,0,,0,0,0.342,0.371,0.615,0.986,3,0.69,-0.013,0.01,0.00%,0.84,CF,0.00%,0.84,CF
Aug 30 (2),NYY,,CHW,W4-1,CG,3,3,1,1,0,1,0,1,0,0,0,0,0,,0,,0,0,0.342,0.371,0.617,0.988,3,1.27,0.254,0.02,0.00%,1.25,CF,0.00%,1.25,CF
31-Aug,NYY,,CHW,W5-1,CG,4,4,1,2,1,0,1,2,0,0,0,0,0,,0,,0,0,0.343,0.372,0.624,0.996,3,0.65,0.129,0,0.00%,1.46,CF,0.00%,1.46,CF
2-Sep,NYY,,CLE,L3-4,CG(10),5,5,0,0,0,0,0,0,0,0,2,0,0,,0,,0,0,0.34,0.369,0.618,0.987,3,1.72,-0.24,0,0.00%,-1.36,CF,0.00%,-1.36,CF
3-Sep,NYY,,CLE,W6-4,CG,4,4,0,1,0,0,0,0,0,0,0,0,0,,1,,0,0,0.339,0.368,0.615,0.983,3,0.56,-0.018,0,0.00%,0.26,CF,0.00%,0.26,CF
4-Sep,NYY,@,BOS,W9-6,CG,5,4,1,0,0,0,0,0,1,0,0,0,0,,1,,0,0,0.336,0.366,0.611,0.977,3,0.77,0.109,0,0.00%,0.68,CF,0.00%,0.68,CF
Sep 5 (1),NYY,@,BOS,L2-3,CG,4,4,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0.334,0.364,0.606,0.97,3,1.16,-0.223,0,0.00%,-1.95,CF,0.00%,-1.95,CF
Sep 5 (2),NYY,@,BOS,T7-7,CG(12),6,6,3,3,1,0,0,0,0,0,1,0,0,,0,,0,0,0.336,0.365,0.607,0.972,3,1.51,0.143,0,0.00%,0.27,CF,0.00%,0.27,CF
Sep 6 (1),NYY,@,BOS,L5-14,CG,5,5,0,2,2,0,0,3,0,0,0,0,0,,0,,0,0,0.336,0.366,0.608,0.974,3,1.12,0.124,0,0.00%,1.73,CF,0.00%,1.73,CF
Sep 6 (2),NYY,@,BOS,L2-4,CG,4,4,0,0,0,0,0,0,0,0,2,0,0,,0,,0,0,0.334,0.363,0.604,0.967,3,0.92,-0.112,0,0.00%,-0.99,CF,0.00%,-0.99,CF
Sep 7 (1),NYY,,PHA,W4-3,CG,4,4,0,0,0,0,0,1,0,0,1,0,0,,1,,0,0,0.332,0.36,0.6,0.96,3,0.56,0.023,0,0.00%,-0.25,CF,0.00%,-0.25,CF
Sep 7 (2),NYY,,PHA,W8-3,CG,4,4,0,1,0,0,0,0,0,0,0,0,0,,0,,0,0,0.331,0.36,0.597,0.957,3,0.37,-0.007,0,0.00%,-0.06,CF,0.00%,-0.06,CF
Sep 9 (1),NYY,@,CLE,W11-3,CG,5,5,1,1,0,0,0,0,0,0,1,0,0,,0,,0,0,0.33,0.358,0.594,0.952,3,0.81,-0.068,0,0.00%,-1.32,CF,0.00%,-1.32,CF
Sep 9 (2),NYY,@,CLE,W12-9,CG,5,4,2,2,0,0,1,1,0,0,0,1,0,,0,,1,0,0.331,0.36,0.598,0.959,3,0.68,0.048,0,0.00%,0.83,CF,0.00%,0.83,CF
10-Sep,NYY,@,CLE,L4-5,CG,5,5,0,0,0,0,0,0,0,0,1,0,0,,0,,0,0,0.328,0.357,0.593,0.95,3,0.58,-0.081,0,0.00%,-1.17,CF,0.00%,-1.17,CF
11-Sep,NYY,@,DET,W14-4,CG,6,6,0,0,0,0,0,0,0,0,1,0,0,,0,,0,0,0.325,0.354,0.587,0.941,3,0.31,-0.061,0,0.00%,-1.95,CF,0.00%,-1.95,CF
12-Sep,NYY,@,DET,L1-10,CG,4,4,1,1,0,0,0,0,0,0,0,0,0,,0,,0,0,0.324,0.353,0.584,0.938,3,0.86,-0.127,0,0.00%,-1.06,CF,0.00%,-1.06,CF
Sep 13 (1),NYY,@,SLB,W10-7,CG,5,4,2,2,0,0,2,3,1,,0,0,0,,,,0,0,0.325,0.355,0.594,0.949,3,,,,,,CF,,,CF
Sep 13 (2),NYY,@,SLB,W13-1,CG,5,5,3,3,0,0,1,2,0,,0,0,0,,,,0,0,0.328,0.357,0.599,0.956,3,,,,,,CF,,,CF
15-Sep,NYY,@,CHW,W7-1,CG,6,6,3,3,1,0,0,0,0,0,1,0,0,,0,,0,0,0.329,0.359,0.6,0.959,3,0.48,0.031,0,0.00%,-0.07,CF,0.00%,-0.07,CF
19-Sep,NYY,,WSH,W6-5,CG,5,5,0,0,0,0,0,0,0,0,0,0,0,,1,,0,0,0.327,0.356,0.595,0.951,3,1.48,-0.134,0,0.00%,-0.96,CF,0.00%,-0.96,CF
Sep 20 (1),NYY,,WSH,L1-6,CG,4,4,0,1,0,0,0,0,0,0,0,0,0,,0,,0,0,0.326,0.355,0.593,0.948,3,0.98,-0.104,0,0.00%,-1.02,CF,0.00%,-1.02,CF
Sep 20 (2),NYY,,WSH,W3-2,CG,4,4,0,2,0,0,0,2,0,0,0,0,0,,0,,0,0,0.327,0.356,0.592,0.948,3,1.67,0.123,0,0.00%,1.66,CF,0.00%,1.66,CF
22-Sep,NYY,,PHA,W10-3,CG,5,5,2,2,0,0,0,2,0,0,0,0,0,,0,,0,0,0.328,0.356,0.591,0.947,3,0.57,0.146,0,0.00%,1.83,CF,0.00%,1.83,CF
23-Sep,NYY,,PHA,W12-5,CG,5,5,2,2,0,0,0,1,0,0,0,0,0,,0,,0,0,0.328,0.357,0.589,0.946,3,0.84,-0.005,0,0.00%,-0.05,CF,0.00%,-0.05,CF
24-Sep,NYY,,PHA,L3-4,CG,4,3,1,1,0,0,0,0,1,0,1,0,0,,0,,0,0,0.329,0.357,0.588,0.945,3,1.03,0.033,0,0.00%,0.05,CF,0.00%,0.05,CF
25-Sep,NYY,@,PHA,W6-5,CG(10),6,6,0,0,0,0,0,1,0,0,1,0,0,,0,,0,0,0.325,0.354,0.582,0.936,3,1.18,-0.181,0,0.00%,-1.55,CF,0.00%,-1.55,CF
26-Sep,NYY,@,WSH,W3-1,CG,5,5,0,1,0,0,0,1,0,0,0,0,0,,0,,0,0,0.324,0.353,0.579,0.932,3,1.27,-0.033,0,0.00%,-0.76,CF,0.00%,-0.76,CF
27-Sep,NYY,@,WSH,L5-10,CG,5,5,0,1,0,0,0,0,0,0,2,0,0,,0,,0,0,0.323,0.352,0.576,0.928,3,1.2,-0.098,0,0.00%,-1.28,CF,0.00%,-1.28,CF
30-Apr,NYY,@,WSH,L1-4,0-0,1,1,0,1,0,0,0,0,0,,0,0,0,,,,0,0,1,1,1,2,9,,,,,,PH,,,PH
1-May,NYY,,BOS,W3-2,CG,4,4,2,3,0,0,0,0,0,0,1,0,0,,0,,0,0,0.8,0.8,0.8,1.6,3,0.87,0.147,2.79,0.28%,1.68,CF,0.28%,1.68,CF
2-May,NYY,,BOS,L4-5,CG,4,3,1,1,0,0,0,0,0,0,1,0,1,,0,,0,0,0.625,0.625,0.625,1.25,3,1.43,-0.029,4.99,-0.06%,-0.23,CF,-0.06%,-0.23,CF
4-May,NYY,@,DET,W10-1,CG,5,5,1,2,0,1,0,4,0,0,0,0,0,,0,,0,0,0.538,0.538,0.692,1.231,3,0.63,0.141,2.23,0.30%,2.7,CF,0.30%,2.7,CF
5-May,NYY,@,DET,W7-3,CG,4,4,0,0,0,0,0,1,0,0,0,0,0,,0,,0,0,0.412,0.412,0.529,0.941,3,0.77,-0.071,3.01,-0.17%,-1.07,CF,-0.17%,-1.07,CF
6-May,NYY,@,DET,L6-12,CG,5,5,0,1,0,0,0,0,0,0,1,0,0,,0,,0,0,0.364,0.364,0.455,0.818,3,1.38,-0.099,5.66,-0.24%,-0.64,CF,-0.24%,-0.64,CF
7-May,NYY,@,CLE,L6-7,CG,5,4,2,1,0,0,0,0,1,0,0,0,0,,0,,0,0,0.346,0.37,0.423,0.793,3,0.81,0.01,2.78,0.02%,-0.3,CF,0.02%,-0.3,CF
8-May,NYY,@,CLE,L0-4,CG,3,3,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0.31,0.333,0.379,0.713,3,1.22,-0.096,4.18,-0.20%,-0.79,CF,-0.20%,-0.79,CF
9-May,NYY,@,CHW,L1-2,CG,4,4,1,1,0,0,0,0,0,0,0,0,0,,1,,0,0,0.303,0.324,0.364,0.687,3,1.47,0.042,4.38,0.08%,0.44,CF,0.08%,0.44,CF
10-May,NYY,@,CHW,W7-0,CG,4,4,2,2,0,0,2,2,0,0,0,0,0,,0,,0,0,0.324,0.342,0.541,0.883,3,0.47,0.072,1.3,0.12%,1.68,CF,0.12%,1.68,CF
11-May,NYY,@,CHW,L2-7,CG,4,4,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0.293,0.31,0.488,0.797,3,0.74,-0.08,2.28,-0.15%,-1.34,CF,-0.15%,-1.34,CF
13-May,NYY,@,SLB,W4-2,CG,5,4,0,3,0,1,0,3,1,0,0,0,0,,0,,0,0,0.333,0.362,0.556,0.917,4,0.9,0.267,2.41,0.43%,2.85,CF,0.43%,2.85,CF
15-May,NYY,@,PHA,W6-5,CG,4,4,1,1,0,0,0,1,0,0,0,0,0,,0,,0,0,0.327,0.353,0.531,0.884,4,0.92,-0.061,3.27,-0.13%,-0.98,CF,-0.13%,-0.98,CF
16-May,NYY,@,PHA,W8-4,CG,5,5,2,1,1,0,0,0,0,0,0,0,0,,0,,0,0,0.315,0.339,0.519,0.858,4,0.66,0.087,2.53,0.20%,0.31,CF,0.20%,0.31,CF
17-May,NYY,@,PHA,L2-3,CG,4,3,0,1,0,0,0,0,1,0,0,0,0,,0,,0,0,0.316,0.35,0.509,0.859,4,1.12,0.018,4.66,0.05%,0.51,CF,0.05%,0.51,CF
18-May,NYY,,CHW,W4-0,CG,4,4,0,1,0,0,0,0,0,0,0,0,0,,1,,0,0,0.311,0.344,0.492,0.836,4,0.63,0.03,2.19,0.06%,1.32,CF,0.06%,1.32,CF
20-May,NYY,,CHW,L1-3,CG,4,4,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0.292,0.324,0.462,0.785,4,1.17,-0.131,4.12,-0.28%,-1.02,CF,-0.28%,-1.02,CF
21-May,NYY,,SLB,W4-3,CG(11),6,6,1,3,0,0,0,0,0,0,0,0,0,,0,,0,0,0.31,0.338,0.465,0.803,3,1.32,0.148,4.56,0.31%,0.39,CF,0.31%,0.39,CF
22-May,NYY,,SLB,W14-2,CG,5,5,2,2,1,0,0,4,0,0,0,0,0,,0,,0,0,0.316,0.342,0.474,0.815,3,0.59,-0.063,2.05,-0.13%,0.23,CF,-0.13%,0.23,CF
23-May,NYY,,CLE,W7-3,CG,5,5,1,2,0,0,1,2,0,0,0,0,0,,0,,0,0,0.321,0.345,0.506,0.851,3,0.65,0.084,2.65,0.21%,0.75,CF,0.21%,0.75,CF
24-May,NYY,,CLE,W14-0,CG,5,4,3,2,0,0,0,2,0,0,0,1,0,,0,,0,0,0.329,0.36,0.506,0.865,3,0.53,-0.045,2.27,-0.11%,1.9,CF,-0.11%,1.9,CF
25-May,NYY,,DET,W4-3,CG,4,4,1,3,1,0,1,2,0,0,0,0,0,,0,,0,0,0.348,0.376,0.562,0.938,3,0.82,0.297,3.75,0.82%,1.89,CF,0.82%,1.89,CF
26-May,NYY,,DET,W7-0,CG,5,5,0,3,0,0,0,1,0,0,0,0,0,,0,,0,0,0.362,0.388,0.564,0.952,3,0.35,0.029,1.68,0.08%,0.66,CF,0.08%,0.66,CF
27-May,NYY,,DET,L4-5,CG(13),6,5,2,2,1,0,0,0,0,0,0,0,1,,0,,0,0,0.364,0.388,0.566,0.954,3,1.31,0.008,6.75,0.02%,0.34,CF,0.02%,0.34,CF
May 29 (1),NYY,,PHA,W9-4,CG,5,5,2,3,1,0,1,2,0,0,0,0,0,,0,,0,0,0.375,0.398,0.606,1.004,3,0.64,0.069,3.1,0.20%,1.55,CF,0.20%,1.55,CF
May 29 (2),NYY,,PHA,W10-3,CG,5,5,0,0,0,0,0,0,0,0,0,0,0,,1,,0,0,0.358,0.381,0.578,0.959,3,0.41,-0.038,2.01,-0.11%,0.16,CF,-0.11%,0.16,CF
30-May,NYY,,PHA,W13-1,CG,5,5,0,1,1,0,0,2,0,0,0,0,0,,0,,0,0,0.351,0.373,0.57,0.943,3,0.26,-0.025,1.32,-0.07%,0.63,CF,-0.07%,0.63,CF
May 31 (1),NYY,@,BOS,W4-3,CG,5,5,0,2,1,0,0,0,0,0,0,0,0,,0,,0,0,0.353,0.374,0.571,0.945,3,1.95,-0.017,10.24,-0.05%,-0.62,CF,-0.05%,-0.62,CF
May 31 (2),NYY,@,BOS,L2-8,CG,4,4,0,2,1,0,0,1,0,0,0,0,0,,0,,0,0,0.358,0.378,0.577,0.955,3,1.34,-0.035,7.11,-0.11%,0.14,CF,-0.11%,0.14,CF
2-Jun,NYY,@,CLE,W8-4,CG,5,4,2,2,0,0,0,3,1,0,0,0,0,,0,,0,0,0.362,0.386,0.575,0.961,3,0.96,0.153,5.36,0.51%,2.06,CF,0.51%,2.06,CF
3-Jun,NYY,@,CLE,L2-6,CG,4,4,0,1,0,0,0,0,0,0,0,0,0,,0,,0,0,0.359,0.382,0.565,0.947,3,1.1,-0.085,6.31,-0.29%,-0.96,CF,-0.29%,-0.96,CF
4-Jun,NYY,@,CLE,L3-5,CG,4,4,0,2,1,0,0,0,0,0,0,0,0,,0,,0,0,0.363,0.386,0.57,0.956,3,1.33,-0.023,7.72,-0.08%,0.11,CF,-0.08%,0.11,CF
5-Jun,NYY,@,DET,W6-5,CG,4,4,1,1,0,0,1,1,0,0,0,0,0,,0,,0,0,0.36,0.382,0.583,0.965,3,0.97,0.184,5.3,0.61%,0.33,CF,0.61%,0.33,CF
6-Jun,NYY,@,DET,L4-5,CG,4,4,1,1,0,0,1,3,0,0,0,0,0,,0,,0,0,0.357,0.378,0.594,0.973,3,1.35,0.241,7.24,0.78%,1.02,CF,0.78%,1.02,CF
7-Jun,NYY,@,DET,L3-4,CG,4,4,2,2,0,0,1,1,0,0,1,0,0,,0,,0,0,0.361,0.382,0.612,0.994,3,0.79,0.012,4.19,0.04%,0.82,CF,0.04%,0.82,CF
8-Jun,NYY,@,CHW,L4-5,CG,4,4,1,1,0,0,1,2,0,0,0,0,0,,0,,0,0,0.358,0.378,0.623,1.001,3,1.43,0.028,7.92,0.09%,0.42,CF,0.09%,0.42,CF
10-Jun,NYY,@,CHW,W10-3,CG,5,5,2,2,1,0,0,3,0,0,0,0,0,,0,,0,0,0.359,0.379,0.622,1.001,3,0.91,0.158,4.85,0.51%,1.6,CF,0.51%,1.6,CF
11-Jun,NYY,@,SLB,W10-0,CG,5,5,3,3,0,0,2,3,0,0,0,0,0,,0,,0,0,0.366,0.386,0.658,1.044,3,0.37,0.246,1.7,0.67%,2.94,CF,0.67%,2.94,CF
12-Jun,NYY,@,SLB,L6-7,CG,4,4,0,1,0,0,0,0,0,0,0,0,0,,0,,0,0,0.364,0.382,0.648,1.031,3,0.68,-0.052,3.04,-0.14%,-0.67,CF,-0.14%,-0.67,CF
Jun 13 (1),NYY,@,SLB,W16-9,CG,6,5,1,1,0,0,0,1,1,0,1,0,0,,0,,0,0,0.359,0.381,0.635,1.016,3,1.5,-0.131,6.91,-0.36%,-1.18,CF,-0.36%,-1.18,CF
Jun 13 (2),NYY,@,SLB,T8-8,CG(11),6,6,3,3,0,0,3,5,0,0,0,0,0,,0,,0,0,0.364,0.385,0.682,1.066,3,1.47,0.577,6.89,1.63%,3.64,CF,1.63%,3.64,CF
15-Jun,NYY,,CLE,W3-0,CG,4,4,1,2,0,1,0,1,0,0,0,0,0,,0,,0,0,0.367,0.387,0.689,1.076,3,1.03,0.133,5.73,0.45%,1.69,CF,0.45%,1.69,CF
16-Jun,NYY,,CLE,W4-1,CG,4,4,0,0,0,0,0,0,0,0,1,0,0,,0,,0,0,0.359,0.379,0.674,1.053,3,0.7,-0.096,3.8,-0.31%,-1.28,CF,-0.31%,-1.28,CF
17-Jun,NYY,,CLE,W9-7,CG,5,5,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0.349,0.369,0.656,1.025,3,1.1,-0.141,6.58,-0.51%,-1.2,CF,-0.51%,-1.2,CF
19-Jun,NYY,,CHW,L2-5,CG,4,4,0,1,0,0,0,0,0,0,0,0,0,,0,,0,0,0.347,0.367,0.648,1.015,3,1.65,0.02,10.13,0.08%,-0.34,CF,0.08%,-0.34,CF
Jun 20 (1),NYY,,CHW,W8-4,CG,4,4,1,1,0,0,1,2,0,0,0,0,0,,0,,0,0,0.345,0.365,0.655,1.019,3,1.08,0.204,6.82,0.77%,1.05,CF,0.77%,1.05,CF
Jun 20 (2),NYY,,CHW,W7-4,CG,4,4,1,1,0,1,0,1,0,0,0,0,0,,0,,0,0,0.343,0.362,0.657,1.019,3,0.56,-0.03,3.45,-0.11%,0.6,CF,-0.11%,0.6,CF
22-Jun,NYY,,SLB,W8-5,CG,4,4,0,1,0,0,0,1,0,0,1,0,0,,0,,0,0,0.341,0.36,0.649,1.009,3,0.61,0.002,3.04,0.01%,-0.15,CF,0.01%,-0.15,CF
23-Jun,NYY,,SLB,L3-6,CG,5,4,1,1,0,0,0,0,1,0,0,0,0,,0,,0,0,0.34,0.361,0.641,1.002,3,0.95,-0.042,4.82,-0.13%,-0.38,CF,-0.13%,-0.38,CF
24-Jun,NYY,,SLB,W9-6,CG,5,5,2,2,0,0,0,0,0,0,0,0,0,,0,,0,0,0.341,0.362,0.636,0.998,3,1.14,-0.07,5.72,-0.21%,-0.54,CF,-0.21%,-0.54,CF
25-Jun,NYY,,DET,W8-1,CG,5,5,0,1,0,0,0,0,0,0,0,0,0,,0,,0,0,0.338,0.358,0.626,0.984,3,0.54,-0.046,3.57,-0.18%,-1.35,CF,-0.18%,-1.35,CF
26-Jun,NYY,,DET,L3-5,CG,4,3,0,0,0,0,0,0,1,0,0,0,0,,0,,0,0,0.333,0.357,0.617,0.974,3,1.13,-0.088,7.81,-0.37%,-0.83,CF,-0.37%,-0.83,CF
27-Jun,NYY,,DET,W9-5,CG,5,5,2,2,0,0,0,0,0,0,0,0,0,,0,,0,0,0.335,0.357,0.612,0.97,3,0.88,-0.029,6,-0.12%,-1.13,CF,-0.12%,-1.13,CF
29-Jun,NYY,@,PHA,W3-2,CG,4,4,0,2,0,0,0,0,0,0,0,0,0,,0,,0,0,0.338,0.36,0.61,0.97,3,1.08,0.049,5.7,0.16%,0.31,CF,0.16%,0.31,CF
30-Jun,NYY,@,PHA,W5-1,CG,4,4,2,1,1,0,0,1,0,0,0,0,0,,0,,0,0,0.336,0.358,0.609,0.967,3,0.96,0.02,4.95,0.06%,0.1,CF,0.06%,0.1,CF
1-Jul,NYY,@,PHA,W12-7,CG,5,5,2,2,0,0,1,3,0,0,0,0,0,,1,,0,0,0.338,0.359,0.617,0.976,3,0.72,0.185,3.8,0.59%,2.65,CF,0.59%,2.65,CF
2-Jul,NYY,@,WSH,L3-8,CG,4,4,1,1,0,0,1,2,0,0,1,0,0,,0,,0,0,0.336,0.357,0.623,0.98,3,0.8,0.027,4.25,0.09%,0.16,CF,0.09%,0.16,CF
3-Jul,NYY,@,WSH,W5-4,CG,4,3,1,2,1,0,1,1,1,0,0,0,0,,0,,0,0,0.34,0.363,0.64,1.003,3,0.81,0.103,4.23,0.32%,1.1,CF,0.32%,1.1,CF
4-Jul,NYY,@,WSH,W7-0,CG,5,4,1,1,0,0,1,1,1,0,1,0,0,,0,,0,0,0.339,0.364,0.645,1.009,3,0.27,0.104,1.39,0.33%,0.08,CF,0.33%,0.08,CF
Jul 5 (1),NYY,,BOS,W15-0,CG,5,3,3,2,0,0,0,1,2,0,1,0,0,,0,,0,0,0.343,0.372,0.646,1.018,3,0.56,0.166,3.8,0.68%,1.97,CF,0.68%,1.97,CF
Jul 5 (2),NYY,,BOS,W8-4,CG,4,3,3,2,1,0,1,4,1,0,0,0,0,,0,,0,0,0.346,0.378,0.661,1.039,3,1.53,0.409,9.83,1.58%,4,CF,1.58%,4,CF
9-Jul,NYY,,WSH,W16-2,CG,6,5,4,5,1,1,2,7,1,0,0,0,0,,0,,0,0,0.359,0.391,0.702,1.094,3,0.52,0.228,2.68,0.71%,6.83,CF,0.71%,6.83,CF
10-Jul,NYY,,WSH,W12-2,CG,5,5,1,1,1,0,0,1,0,0,0,0,0,,0,,0,0,0.356,0.388,0.697,1.085,3,0.52,0.023,2.67,0.07%,0.19,CF,0.07%,0.19,CF
Jul 11 (1),NYY,,WSH,W4-3,CG,4,3,0,1,0,0,0,0,1,0,0,0,0,,0,,0,0,0.356,0.389,0.693,1.082,3,1.14,0.082,5.88,0.25%,0.04,CF,0.25%,0.04,CF
Jul 11 (2),NYY,,WSH,T5-5,CG,5,4,1,1,0,1,0,0,1,0,0,0,0,,0,,0,0,0.354,0.39,0.693,1.083,3,1.85,-0.101,9.55,-0.31%,0.1,CF,-0.31%,0.1,CF
14-Jul,NYY,@,DET,W10-2,CG,5,4,1,2,0,0,1,1,1,0,0,0,0,,0,,0,0,0.356,0.393,0.701,1.095,3,0.55,-0.034,3.76,-0.14%,0.41,CF,-0.14%,0.41,CF
15-Jul,NYY,@,DET,W13-6,CG,5,4,2,2,0,0,0,1,1,0,0,0,0,,0,,0,0,0.358,0.397,0.699,1.095,3,0.43,0.086,2.69,0.32%,1.12,CF,0.32%,1.12,CF
16-Jul,NYY,@,DET,L7-14,CG,5,5,0,2,0,0,0,0,0,0,0,0,0,,1,,0,0,0.359,0.397,0.693,1.09,3,0.93,-0.111,5.44,-0.39%,0.19,CF,-0.39%,0.19,CF
17-Jul,NYY,@,CLE,W9-6,CG,5,4,2,2,2,0,0,0,1,0,0,0,0,,1,,0,0,0.361,0.4,0.698,1.098,3,0.83,0.149,4.24,0.46%,2.08,CF,0.46%,2.08,CF
18-Jul,NYY,@,CLE,W5-1,CG,5,5,1,3,1,1,1,5,0,0,0,0,0,,0,,1,0,0.365,0.403,0.716,1.119,3,1.38,0.278,6.6,0.80%,3.47,CF,0.80%,3.47,CF
19-Jul,NYY,@,CLE,W8-5,CG,5,5,2,2,1,0,0,1,0,0,1,0,0,,0,,0,0,0.365,0.403,0.714,1.117,3,0.58,0.056,2.74,0.16%,1.4,CF,0.16%,1.4,CF
Jul 20 (1),NYY,@,SLB,W5-4,CG(10),5,4,2,1,0,0,1,3,1,0,0,0,0,,0,,0,0,0.364,0.403,0.718,1.121,3,1.84,0.208,8.19,0.56%,1.94,CF,0.56%,1.94,CF
Jul 20 (2),NYY,@,SLB,W9-6,CG,5,5,1,2,0,0,0,0,0,0,0,0,0,,0,,0,0,0.365,0.403,0.713,1.116,3,0.31,0.026,1.27,0.06%,0.44,CF,0.06%,0.44,CF
21-Jul,NYY,@,SLB,W6-3,CG,4,4,1,1,1,0,0,0,0,0,2,0,0,,0,,0,0,0.363,0.401,0.71,1.111,3,0.93,-0.039,3.86,-0.10%,-0.22,CF,-0.10%,-0.22,CF
22-Jul,NYY,@,SLB,L4-13,CG,5,4,0,0,0,0,0,0,1,0,2,0,0,,0,,0,0,0.358,0.398,0.701,1.099,3,0.16,-0.018,0.58,-0.04%,-1.01,CF,-0.04%,-1.01,CF
23-Jul,NYY,@,CHW,L6-9,CG,5,5,1,3,0,1,1,3,0,0,0,0,0,,0,,0,0,0.362,0.401,0.715,1.116,3,0.55,0.129,3.1,0.43%,2.67,CF,0.43%,2.67,CF
24-Jul,NYY,@,CHW,L5-6,CG(10),5,5,1,2,0,1,0,0,0,0,0,0,0,,0,,0,0,0.363,0.401,0.716,1.118,3,1.29,-0.073,7.99,-0.27%,-0.12,CF,-0.27%,-0.12,CF
Jul 25 (1),NYY,@,CHW,W12-11,CG,5,4,3,3,0,1,1,2,0,0,0,1,0,,0,,0,0,0.367,0.407,0.732,1.139,3,1.43,0.117,9.95,0.49%,2.2,CF,0.49%,2.2,CF
Jul 25 (2),NYY,@,CHW,L6-7,CG,4,3,0,2,0,0,0,0,1,0,0,0,0,,0,,0,0,0.37,0.411,0.731,1.142,3,1.55,-0.007,9.52,-0.03%,0.34,CF,-0.03%,0.34,CF
27-Jul,NYY,,DET,W6-5,CG(11),5,5,2,2,0,0,1,2,0,0,0,0,0,,0,,1,0,0.371,0.41,0.735,1.146,3,1.76,0.132,11.38,0.51%,1.23,CF,0.51%,1.23,CF
28-Jul,NYY,,DET,L1-8,CG,4,3,0,1,0,0,0,0,1,0,0,0,0,,0,,0,0,0.37,0.411,0.732,1.143,3,0.83,0.022,4.78,0.08%,-0.02,CF,0.08%,-0.02,CF
29-Jul,NYY,,DET,W7-6,CG,5,4,1,1,0,0,0,0,1,0,0,0,0,,0,,0,0,0.369,0.411,0.726,1.138,3,1.67,-0.09,10.7,-0.35%,-0.43,CF,-0.35%,-0.43,CF
30-Jul,NYY,,SLB,W8-2,CG,5,4,1,1,1,0,0,0,1,0,1,0,0,,0,,0,0,0.368,0.411,0.724,1.135,3,0.36,-0.03,1.55,-0.08%,-1.3,CF,-0.08%,-1.3,CF
31-Jul,NYY,,SLB,L6-9,CG(10),5,5,2,2,0,0,2,4,0,0,0,0,0,,0,,0,0,0.368,0.411,0.736,1.147,3,1.19,0.729,4.73,1.74%,2.9,CF,1.74%,2.9,CF
1-Aug,NYY,,SLB,W14-5,CG,5,3,3,3,1,0,1,3,1,0,0,1,0,,0,,0,0,0.373,0.419,0.749,1.168,3,0.57,0.06,2.53,0.16%,2.97,CF,0.16%,2.97,CF
Aug 3 (1),NYY,,CHW,W7-2,CG,4,3,1,1,0,0,1,3,1,0,0,0,0,,0,,0,0,0.373,0.419,0.754,1.174,3,0.82,0.01,6.24,0.05%,1.99,CF,0.05%,1.99,CF
Aug 3 (2),NYY,,CHW,W5-3,CG,4,4,1,1,1,0,0,0,0,0,0,0,0,,0,,0,0,0.372,0.418,0.751,1.169,3,1.51,0.073,9.84,0.29%,-0.2,CF,0.29%,-0.2,CF
4-Aug,NYY,,CHW,W10-9,CG,5,3,3,1,0,0,0,1,2,0,0,0,0,,0,,0,0,0.371,0.42,0.748,1.168,3,1.27,0.161,7.17,0.55%,1.08,CF,0.55%,1.08,CF
5-Aug,NYY,,CHW,W13-8,CG,5,4,1,1,0,1,0,1,1,0,1,0,0,,0,,0,0,0.37,0.42,0.748,1.168,3,0.94,0.142,4.53,0.41%,0.67,CF,0.41%,0.67,CF
6-Aug,NYY,,CLE,T7-6,CG(10),6,3,0,1,1,0,0,2,3,0,1,0,0,,0,,1,0,0.37,0.423,0.747,1.171,3,2.3,0.667,7.04,1.23%,1.67,CF,1.23%,1.67,CF
7-Aug,NYY,,CLE,W6-3,CG,4,4,1,2,1,0,0,1,0,0,0,0,0,,0,,0,0,0.371,0.424,0.747,1.171,3,1.43,0.119,4.65,0.23%,0.75,CF,0.23%,0.75,CF
8-Aug,NYY,,CLE,W6-5,CG,4,2,1,1,0,0,0,1,1,0,0,1,0,,0,,0,0,0.372,0.427,0.746,1.173,3,1,0.066,2.9,0.11%,0.79,CF,0.11%,0.79,CF
Aug 11 (1),NYY,@,BOS,W8-5,CG(14),8,5,2,2,1,0,1,2,3,1,0,0,0,,1,,0,0,0.372,0.431,0.752,1.183,3,1.27,0.198,4.95,0.46%,2.22,CF,0.46%,2.22,CF
Aug 11 (2),NYY,@,BOS,W10-4,CG(7),4,4,1,1,0,0,0,0,0,0,0,0,0,,0,,0,0,0.371,0.429,0.747,1.176,3,0.96,-0.048,2.9,-0.09%,-0.85,CF,-0.09%,-0.85,CF
