Date,Tm,,Opp,Rslt,Inngs,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,ROE,GDP,SB,CS,BA,OBP,SLG,OPS,BOP,aLI,WPA,acLI,cWPA,RE24,Pos,cWPA,RE24,Pos
9-Jul,NYY,@,WSH,W9-0,CG,5,4,1,2,0,0,1,3,1,0,0,0,0,,0,1,0,0,0.3,0.368,0.606,0.974,4,0.7,0.21,2.45,0.44%,1.6,CF,0.44%,1.6,CF
10-Jul,NYY,@,WSH,W5-2,9-Sep,1,1,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.302,0.37,0.607,0.977,6,2.34,0.082,8.99,0.19%,0.39,PH,0.19%,0.39,PH
15-Jul,NYY,,SLB,W4-2,CG,4,4,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0.298,0.365,0.599,0.965,4,0.89,-0.21,3.64,-0.51%,-1.96,CF,-0.51%,-1.96,CF
16-Jul,NYY,,SLB,L4-10,CG,4,3,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0.295,0.364,0.593,0.957,4,0.8,-0.066,3.39,-0.17%,-0.7,CF,-0.17%,-0.7,CF
17-Jul,NYY,,SLB,W4-0,CG,4,3,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0.292,0.363,0.588,0.95,4,0.75,-0.071,2.94,-0.17%,-0.86,CF,-0.17%,-0.86,CF
Jul 18 (1),NYY,,DET,L3-5,CG,4,3,0,0,0,0,0,0,1,,0,0,0,,,0,0,0,0.289,0.361,0.582,0.943,4,,,,,,CF,,,CF
Jul 18 (2),NYY,,DET,W12-4,CG(7),4,3,1,1,0,0,0,0,1,0,1,0,0,,0,0,0,0,0.29,0.363,0.58,0.942,4,0.3,0.03,1.29,0.08%,0.29,CF,0.08%,0.29,CF
20-Jul,NYY,,DET,L1-2,CG,4,4,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0.286,0.359,0.572,0.931,4,1.37,-0.137,5.06,-0.30%,-1.11,CF,-0.30%,-1.11,CF
Jul 21 (1),NYY,,CLE,W7-3,CG,4,4,1,3,0,0,1,3,0,0,0,0,0,,0,0,0,0,0.292,0.363,0.584,0.947,4,1,0.232,4.99,0.70%,2.85,CF,0.70%,2.85,CF
Jul 21 (2),NYY,,CLE,L8-12,CG,5,4,0,1,0,0,0,1,1,0,1,0,0,,0,0,0,0,0.291,0.364,0.58,0.943,4,1.04,0.064,5.87,0.22%,0.54,CF,0.22%,0.54,CF
22-Jul,NYY,,CLE,W6-5,CG,4,4,1,2,0,0,1,4,0,0,1,0,0,,0,0,0,0,0.294,0.365,0.588,0.953,4,1.32,0.253,6.59,0.76%,2.55,CF,0.76%,2.55,CF
Jul 24 (1),NYY,,CHW,W6-2,CG,4,4,0,0,0,0,0,0,0,0,1,0,0,,0,1,0,0,0.29,0.361,0.581,0.942,4,0.38,-0.047,1.35,-0.10%,-1.44,CF,-0.10%,-1.44,CF
Jul 24 (2),NYY,,CHW,L4-8,CG(10),5,4,1,1,0,0,0,0,1,0,0,0,0,,0,1,0,0,0.29,0.362,0.577,0.939,4,1.36,-0.013,5.2,-0.03%,-0.92,CF,-0.03%,-0.92,CF
Jul 25 (1),NYY,,CHW,W5-3,CG,4,3,1,3,0,0,0,0,0,0,0,1,0,,0,0,0,0,0.296,0.368,0.581,0.949,4,0.9,0.114,3.14,0.24%,1.08,CF,0.24%,1.08,CF
Jul 25 (2),NYY,,CHW,W7-3,CG,4,4,2,3,1,0,2,3,0,0,0,0,0,,0,0,0,0,0.301,0.372,0.603,0.975,4,0.9,0.27,3.49,0.63%,2.7,CF,0.63%,2.7,CF
27-Jul,NYY,@,SLB,L0-4,CG,4,3,0,1,0,0,0,0,1,0,1,0,0,,0,0,0,1,0.302,0.374,0.601,0.974,4,0.95,-0.045,3.98,-0.11%,-0.6,CF,-0.11%,-0.6,CF
28-Jul,NYY,@,SLB,W4-0,CG,4,4,0,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0.301,0.372,0.599,0.972,4,0.68,-0.082,2.63,-0.19%,-0.33,CF,-0.19%,-0.33,CF
30-Jul,NYY,@,CHW,L7-8,CG,5,5,0,1,1,0,0,1,0,0,0,0,0,,0,1,0,0,0.3,0.37,0.597,0.967,4,2.2,-0.305,9.17,-0.76%,-1.05,CF,-0.76%,-1.05,CF
31-Jul,NYY,@,CHW,W4-2,CG,4,3,0,1,1,0,0,1,1,0,0,0,0,,1,1,0,0,0.3,0.372,0.597,0.969,4,0.96,0.129,3.82,0.31%,1.34,CF,0.31%,1.34,CF
Aug 1 (1),NYY,@,CHW,W8-2,CG,5,5,1,1,0,0,1,2,0,0,0,0,0,,0,1,0,0,0.299,0.369,0.6,0.969,4,0.72,0.093,3.11,0.24%,-0.42,CF,0.24%,-0.42,CF
Aug 1 (2),NYY,@,CHW,W7-5,CG,4,4,0,1,0,0,0,1,0,,1,0,0,,,0,0,0,0.298,0.368,0.596,0.964,4,,,,,,CF,,,CF
3-Aug,NYY,@,DET,W15-3,CG,6,5,2,1,0,0,0,1,1,0,0,0,0,,0,1,0,0,0.297,0.368,0.591,0.959,4,0.63,-0.018,3.11,-0.05%,0.02,CF,-0.05%,0.02,CF
5-Aug,NYY,@,DET,W2-1,CG,4,4,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0.294,0.364,0.585,0.949,4,0.74,-0.098,3.99,-0.32%,-1.18,CF,-0.32%,-1.18,CF
6-Aug,NYY,@,CLE,L7-9,CG,5,4,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0.291,0.362,0.579,0.941,4,0.96,-0.088,6.76,-0.37%,-0.82,CF,-0.37%,-0.82,CF
7-Aug,NYY,@,CLE,W5-0,CG,5,5,1,2,2,0,0,3,0,0,0,0,0,,0,0,1,0,0.292,0.363,0.581,0.944,4,1.05,0.307,7.39,1.30%,3.5,CF,1.30%,3.5,CF
Aug 8 (1),NYY,@,CLE,L6-8,CG,4,4,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0.289,0.359,0.575,0.935,4,1.07,-0.064,8.19,-0.30%,-0.96,CF,-0.30%,-0.96,CF
Aug 8 (2),NYY,@,CLE,L1-2,CG,4,4,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.286,0.356,0.57,0.926,4,1.33,-0.141,9.57,-0.61%,-0.96,CF,-0.61%,-0.96,CF
10-Aug,NYY,,BOS,L6-9,CG,5,5,1,3,1,0,0,1,0,0,0,0,0,,0,0,0,0,0.29,0.359,0.573,0.931,4,1.59,0.357,8.51,1.15%,2.27,CF,1.15%,2.27,CF
11-Aug,NYY,,BOS,L2-5,CG,4,4,0,2,0,0,0,1,0,0,1,0,0,,0,0,0,0,0.292,0.36,0.572,0.932,4,0.98,0.141,5.1,0.44%,1.02,CF,0.44%,1.02,CF
13-Aug,NYY,,PHA,W8-5,CG,4,2,1,0,0,0,0,1,2,0,0,0,0,,0,0,0,0,0.291,0.361,0.569,0.93,4,1.83,-0.056,8.33,-0.15%,0.03,CF,-0.15%,0.03,CF
14-Aug,NYY,,PHA,W14-3,CG,5,4,3,3,0,0,1,4,1,0,0,0,0,,0,0,0,0,0.295,0.366,0.578,0.944,4,0.27,0.062,1.31,0.18%,3.2,CF,0.18%,3.2,CF
Aug 15 (1),NYY,,PHA,L3-5,CG(10),5,5,1,3,0,1,1,3,0,0,0,0,0,,0,0,0,0,0.299,0.369,0.59,0.959,4,1.64,0.44,7.71,1.24%,2.55,CF,1.24%,2.55,CF
Aug 15 (2),NYY,,PHA,L3-5,CG,4,4,1,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.298,0.368,0.587,0.955,4,1.07,-0.057,4.43,-0.14%,-0.21,CF,-0.14%,-0.21,CF
17-Aug,NYY,@,WSH,W8-1,CG,5,3,0,1,0,0,0,0,2,0,1,0,0,,0,0,0,0,0.299,0.37,0.585,0.956,4,0.27,-0.019,0.62,-0.03%,0.37,CF,-0.03%,0.37,CF
18-Aug,NYY,@,WSH,W4-1,CG(5),3,3,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.296,0.368,0.581,0.949,4,0.53,-0.043,1.28,-0.06%,-0.59,CF,-0.06%,-0.59,CF
19-Aug,NYY,@,WSH,W8-1,1-GF,4,4,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.296,0.367,0.578,0.945,4,0.44,0.028,1.24,0.05%,-0.79,CF,0.05%,-0.79,CF
20-Aug,NYY,@,PHA,W6-2,CG,5,4,2,1,1,0,0,0,1,1,1,0,0,,0,0,0,0,0.296,0.367,0.577,0.945,4,0.56,0.052,2.29,0.13%,0.78,CF,0.13%,0.78,CF
21-Aug,NYY,@,PHA,W6-0,CG,4,4,1,1,0,0,1,2,0,0,0,0,0,,0,0,0,0,0.295,0.366,0.581,0.947,4,0.81,0.12,3.46,0.31%,0.87,CF,0.31%,0.87,CF
22-Aug,NYY,@,PHA,W10-0,CG,5,4,2,2,0,0,0,1,1,0,0,0,0,,1,0,0,0,0.297,0.369,0.58,0.949,4,0.48,0.112,2.55,0.35%,2.01,CF,0.35%,2.01,CF
23-Aug,NYY,,CHW,W11-1,CG,5,5,2,2,0,0,1,4,0,0,0,0,0,,0,1,0,0,0.298,0.369,0.585,0.954,4,0.43,-0.051,2.32,-0.16%,2.25,CF,-0.16%,2.25,CF
24-Aug,NYY,,CHW,L5-6,CG,4,3,1,0,0,0,0,1,1,0,0,0,0,,0,0,0,0,0.296,0.368,0.581,0.949,4,1.77,-0.132,10.53,-0.47%,-0.58,CF,-0.47%,-0.58,CF
25-Aug,NYY,,CHW,W8-2,CG,4,4,1,2,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.298,0.369,0.581,0.95,4,0.36,0.02,1.87,0.06%,0.03,CF,0.06%,0.03,CF
26-Aug,NYY,,CHW,W6-2,CG,4,4,0,0,0,0,0,1,0,0,1,0,0,,0,0,0,0,0.295,0.366,0.575,0.942,4,2.04,-0.023,12.24,-0.08%,-0.64,CF,-0.08%,-0.64,CF
Aug 27 (1),NYY,,CLE,L1-8,CG,4,4,1,2,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.297,0.367,0.575,0.942,4,0.94,0.033,9.21,0.20%,0.3,CF,0.20%,0.3,CF
Aug 27 (2),NYY,,CLE,W7-2,CG,4,4,1,1,0,0,1,1,0,0,0,0,0,,0,1,0,0,0.297,0.366,0.578,0.945,4,0.55,0.052,4.59,0.26%,-0.55,CF,0.26%,-0.55,CF
28-Aug,NYY,,CLE,W3-2,CG,4,2,1,1,0,0,0,0,1,0,0,1,0,,0,0,0,0,0.298,0.369,0.578,0.947,4,1.59,0.148,13.43,0.75%,0.62,CF,0.75%,0.62,CF
Aug 29 (1),NYY,,DET,L6-9,CG,4,4,1,1,0,0,0,1,0,0,1,0,0,,0,0,0,0,0.297,0.368,0.575,0.944,4,1.81,-0.056,12.12,-0.23%,-0.36,CF,-0.23%,-0.36,CF
Aug 29 (2),NYY,,DET,W11-10,GS-6,3,1,1,0,0,0,0,1,2,0,0,0,0,,0,0,0,0,0.297,0.37,0.574,0.944,4,0.52,0.007,3.16,0.03%,0.57,CF,0.03%,0.57,CF
30-Aug,NYY,,DET,W3-0,CG,4,3,1,1,0,0,0,1,1,0,0,0,0,,0,0,0,0,0.297,0.371,0.573,0.944,4,0.69,0.101,4.57,0.40%,1.01,CF,0.40%,1.01,CF
31-Aug,NYY,,SLB,W10-9,CG,5,3,2,1,0,0,0,0,2,0,0,0,0,,0,0,0,0,0.297,0.373,0.571,0.944,4,0.9,-0.009,6.34,-0.04%,0.09,CF,-0.04%,0.09,CF
1-Sep,NYY,,SLB,W5-4,CG(12),6,6,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0.293,0.369,0.564,0.933,4,1.92,-0.34,13.73,-1.46%,-2.11,CF,-1.46%,-2.11,CF
Sep 3 (1),NYY,,WSH,W6-2,CG,4,3,2,2,0,0,2,4,1,1,0,0,0,,0,0,0,0,0.296,0.372,0.577,0.949,4,0.68,0.278,5.23,1.28%,3.22,CF,1.28%,3.22,CF
Sep 3 (2),NYY,,WSH,W5-2,CG,4,3,1,1,0,0,1,3,1,0,1,0,0,,0,1,0,0,0.296,0.373,0.582,0.954,4,0.87,0,6.87,0.00%,1.17,CF,0.00%,1.17,CF
4-Sep,NYY,,WSH,W9-7,CG,5,4,2,2,0,0,0,2,1,0,0,0,0,,0,0,0,0,0.298,0.375,0.581,0.956,4,1.48,0.186,12.01,0.90%,1.93,CF,0.90%,1.93,CF
5-Sep,NYY,,WSH,W5-3,CG,4,3,2,2,1,0,1,1,1,0,0,0,0,,0,0,0,0,0.3,0.377,0.59,0.967,4,0.75,0.118,6.04,0.57%,1.16,CF,0.57%,1.16,CF
Sep 6 (1),NYY,,PHA,W6-4,CG,4,4,0,1,0,0,0,0,0,0,0,0,0,,0,1,0,0,0.299,0.377,0.587,0.963,4,1.04,-0.12,8.89,-0.62%,-1.17,CF,-0.62%,-1.17,CF
Sep 6 (2),NYY,,PHA,L2-6,CG,4,4,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.297,0.374,0.582,0.956,4,0.89,-0.088,7.46,-0.44%,-1.22,CF,-0.44%,-1.22,CF
8-Sep,NYY,@,BOS,L6-10,CG,5,5,1,2,0,0,0,1,0,0,0,0,0,,0,0,0,0,0.298,0.374,0.58,0.955,4,1.05,0.093,14.51,0.77%,1.07,CF,0.77%,1.07,CF
9-Sep,NYY,@,BOS,L4-9,CG,4,4,0,2,0,0,0,0,0,0,0,0,0,,1,0,0,0,0.3,0.375,0.58,0.955,4,0.65,0.131,7.64,0.92%,1.48,CF,0.92%,1.48,CF
10-Sep,NYY,@,BOS,W11-6,CG(10),6,5,1,3,0,0,1,5,1,0,0,0,0,,0,0,0,0,0.303,0.378,0.586,0.964,4,2.31,0.713,20.3,3.76%,5.07,CF,3.76%,5.07,CF
11-Sep,NYY,@,WSH,W6-3,CG,5,4,1,2,0,0,1,1,1,0,0,0,0,,0,0,0,0,0.304,0.38,0.591,0.971,4,0.66,0.114,4.31,0.45%,1.39,CF,0.45%,1.39,CF
12-Sep,NYY,@,WSH,W10-5,CG,5,4,2,2,0,0,0,1,1,0,0,0,0,,0,0,0,0,0.306,0.382,0.59,0.972,4,0.74,0.036,4.31,0.13%,0.96,CF,0.13%,0.96,CF
14-Sep,NYY,@,CLE,W6-5,GS-7,4,3,1,2,0,0,0,0,0,0,0,1,0,,0,0,0,0,0.308,0.384,0.591,0.975,4,1.02,0.074,10.56,0.46%,0.75,CF,0.46%,0.75,CF
Sep 16 (1),NYY,@,DET,L1-2,CG,4,3,1,1,0,0,1,1,1,0,1,0,0,,0,0,0,0,0.308,0.385,0.595,0.98,4,1.39,0.147,13.71,0.87%,0.78,CF,0.87%,0.78,CF
Sep 16 (2),NYY,@,DET,W8-4,CG,5,5,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.307,0.383,0.591,0.975,4,0.88,-0.114,7.22,-0.57%,-0.84,CF,-0.57%,-0.84,CF
17-Sep,NYY,@,DET,W13-5,GS-9,5,3,1,2,0,0,0,2,2,0,0,0,0,,0,0,0,0,0.309,0.387,0.591,0.978,4,0.43,0.116,4.43,0.71%,2.31,CF,0.71%,2.31,CF
18-Sep,NYY,@,DET,L3-4,CG,4,4,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0.306,0.384,0.587,0.972,4,1.84,-0.137,19.23,-0.86%,-1.22,CF,-0.86%,-1.22,CF
Sep 19 (1),NYY,@,SLB,L6-8,CG,4,4,0,2,0,0,0,1,0,0,0,0,0,,0,0,0,0,0.308,0.385,0.587,0.972,4,1.3,0.075,12.8,0.44%,0.88,CF,0.44%,0.88,CF
Sep 19 (2),NYY,@,SLB,W9-6,GS-5,3,3,2,2,0,0,2,4,0,0,0,0,0,,0,0,0,0,0.31,0.386,0.598,0.984,4,0.9,0.237,6.63,1.05%,2.93,CF,1.05%,2.93,CF
20-Sep,NYY,@,SLB,W8-7,GS-8,5,5,1,3,0,0,1,3,0,0,0,0,0,,0,0,0,0,0.312,0.388,0.603,0.991,4,1.66,0.248,16.65,1.50%,2.44,CF,1.50%,2.44,CF
22-Sep,NYY,@,CHW,W7-2,CG,5,5,0,1,0,0,0,1,0,0,1,0,0,,0,0,0,0,0.311,0.387,0.6,0.986,4,1.05,-0.09,9.8,-0.50%,-0.18,CF,-0.50%,-0.18,CF
23-Sep,NYY,@,CHW,L2-4,CG,4,3,0,1,0,0,0,0,1,0,0,0,0,,0,0,0,0,0.312,0.387,0.598,0.986,4,1.41,0.025,17.2,0.18%,0.4,CF,0.18%,0.4,CF
24-Sep,NYY,,BOS,W9-6,CG,4,2,2,1,0,0,0,2,2,1,0,0,0,,0,0,0,0,0.312,0.39,0.598,0.988,4,1.21,0.157,17.18,1.34%,1.38,CF,1.34%,1.38,CF
25-Sep,NYY,,BOS,L2-7,CG,4,4,0,2,0,0,0,1,0,0,0,0,0,,0,0,0,0,0.313,0.39,0.597,0.988,4,0.52,0.001,11.01,0.02%,0.57,CF,0.02%,0.57,CF
26-Sep,NYY,,BOS,W6-2,CG,4,4,0,1,0,0,0,1,0,0,0,0,0,,0,0,0,0,0.313,0.389,0.595,0.984,4,0.44,0.029,5.66,0.22%,0.34,CF,0.22%,0.34,CF
28-Sep,NYY,@,PHA,L2-5,CG,4,4,0,2,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.314,0.39,0.594,0.984,4,1.28,-0.047,14.77,-0.33%,-0.51,CF,-0.33%,-0.51,CF
29-Sep,NYY,@,PHA,W4-2,CG,5,4,1,2,0,0,0,0,1,0,0,0,0,,0,0,0,0,0.316,0.392,0.593,0.985,4,0.96,0.08,5.61,0.28%,0.47,CF,0.28%,0.47,CF
30-Sep,NYY,@,PHA,W9-7,GS-6,4,2,0,1,0,0,0,0,1,0,0,1,0,,0,0,0,0,0.316,0.394,0.593,0.987,4,0.62,-0.029,3.05,-0.08%,0.25,CF,-0.08%,0.25,CF
2-Oct,NYY,@,BOS,L1-5,CG,4,4,1,1,1,0,0,0,0,0,1,0,0,,0,0,0,0,0.316,0.393,0.593,0.986,4,0.52,-0.022,9.28,-0.24%,-0.06,CF,-0.24%,-0.06,CF
3-Oct,NYY,@,BOS,L5-10,GS-9,5,5,0,4,2,0,0,3,0,0,0,0,0,,0,0,0,0,0.32,0.396,0.598,0.994,4,0.75,0.241,0,0.00%,2.85,CF,0.00%,2.85,CF
28-Jun,NYY,@,BOS,W5-4,CG,4,3,2,2,0,0,1,2,1,0,0,0,0,,0,0,0,0,0.667,0.75,1.667,2.417,4,0.55,0.149,3.71,0.60%,2.28,CF,0.60%,2.28,CF
29-Jun,NYY,@,BOS,W9-7,CG,5,5,2,2,0,0,2,4,0,0,0,0,0,,0,0,0,0,0.5,0.556,1.625,2.181,4,0.93,0.281,6.26,1.13%,2.55,CF,1.13%,2.55,CF
30-Jun,NYY,@,BOS,W6-3,CG,5,3,1,1,0,0,1,3,1,0,0,1,0,,0,1,0,0,0.455,0.571,1.545,2.117,4,1.29,0.13,8.12,0.49%,1.52,CF,0.49%,1.52,CF
1-Jul,NYY,@,WSH,W5-4,CG,4,3,1,1,0,0,0,0,1,0,0,0,0,,0,1,0,0,0.429,0.556,1.286,1.841,4,1.37,-0.138,7.56,-0.46%,-0.84,CF,-0.46%,-0.84,CF
2-Jul,NYY,@,WSH,W10-2,GS-8,5,5,1,2,0,0,0,4,0,0,0,0,0,,0,0,0,0,0.421,0.522,1.053,1.574,4,0.79,0.072,4.14,0.23%,1.43,CF,0.23%,1.43,CF
3-Jul,NYY,@,WSH,L1-2,CG(11),5,4,0,0,0,0,0,0,1,1,0,0,0,,0,1,0,0,0.348,0.464,0.87,1.334,4,1.9,-0.21,9.49,-0.63%,-1.86,CF,-0.63%,-1.86,CF
Jul 4 (1),NYY,,BOS,W3-2,CG,4,2,1,0,0,0,0,0,2,0,0,0,0,,0,0,0,0,0.32,0.469,0.8,1.269,4,1.32,-0.011,7.32,-0.04%,-0.03,CF,-0.04%,-0.03,CF
Jul 4 (2),NYY,,BOS,W6-4,CG(8),4,2,3,2,0,0,1,1,2,0,0,0,0,,0,0,0,0,0.37,0.528,0.926,1.454,4,1.27,0.317,6.86,1.03%,2.71,CF,1.03%,2.71,CF
5-Jul,NYY,,BOS,L2-4,CG,4,2,1,2,1,0,0,0,2,0,0,0,0,,0,0,0,1,0.414,0.575,0.966,1.541,4,1.3,0.133,6.93,0.42%,1.12,CF,0.42%,1.12,CF
7-Jul,NYY,@,PHA,W6-2,CG,5,2,1,1,1,0,0,0,3,0,0,0,0,,0,0,0,0,0.419,0.6,0.968,1.568,4,0.51,0.052,4.12,0.25%,1.64,CF,0.25%,1.64,CF
8-Jul,NYY,,WSH,W4-3,CG(12),5,5,0,1,0,0,0,1,0,0,0,0,0,,0,0,0,0,0.389,0.56,0.861,1.421,4,2.03,0.216,10.43,0.67%,0.07,CF,0.67%,0.07,CF
9-Jul,NYY,,WSH,L5-7,CG,4,4,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0.35,0.519,0.775,1.294,4,1.06,-0.074,5.15,-0.22%,-1.16,CF,-0.22%,-1.16,CF
14-Jul,NYY,@,SLB,W5-0,CG,4,3,0,1,1,0,0,2,1,1,0,0,0,,0,0,0,0,0.349,0.517,0.767,1.285,4,0.76,0.108,3.81,0.33%,1.15,CF,0.33%,1.15,CF
15-Jul,NYY,@,SLB,W6-0,CG,4,4,1,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.34,0.5,0.723,1.223,4,0.51,0.004,2.5,0.01%,-0.37,CF,0.01%,-0.37,CF
16-Jul,NYY,@,SLB,L2-4,CG(6),3,3,1,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.34,0.492,0.7,1.192,4,0.49,-0.023,2.3,-0.06%,-0.24,CF,-0.06%,-0.24,CF
Jul 17 (1),NYY,@,CHW,W2-1,CG,4,4,2,2,0,0,1,1,0,,0,0,0,,,1,0,0,0.352,0.493,0.741,1.233,4,,,,,,CF,,,CF
Jul 17 (2),NYY,@,CHW,L3-7,CG,4,4,0,1,0,0,0,1,0,,1,0,0,,,0,0,0,0.345,0.479,0.707,1.186,4,,,,,,CF,,,CF
18-Jul,NYY,@,CHW,L5-6,CG(10),5,5,0,3,0,1,0,2,0,0,1,0,0,,0,0,0,0,0.365,0.487,0.73,1.217,4,2.19,0.583,10.65,1.70%,2.1,CF,1.70%,2.1,CF
19-Jul,NYY,@,CLE,L4-5,CG,4,3,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0.348,0.476,0.697,1.173,4,1.41,-0.088,11.17,-0.42%,-0.81,CF,-0.42%,-0.81,CF
20-Jul,NYY,@,CLE,W7-3,CG,5,5,2,2,0,1,1,3,0,0,1,0,0,,0,0,0,0,0.352,0.471,0.746,1.218,4,0.6,0.197,4.93,0.98%,1.99,CF,0.98%,1.99,CF
21-Jul,NYY,@,CLE,W5-3,CG,5,5,0,1,0,0,0,2,0,0,0,0,0,,0,0,0,0,0.342,0.457,0.711,1.167,4,1.25,0.058,9.42,0.26%,0.49,CF,0.26%,0.49,CF
22-Jul,NYY,@,DET,W8-2,CG,5,5,0,1,0,0,0,3,0,0,2,0,0,,0,0,0,0,0.333,0.443,0.679,1.122,4,0.74,0.038,3.85,0.12%,0.57,CF,0.12%,0.57,CF
23-Jul,NYY,@,DET,L1-2,CG,4,3,1,1,0,0,0,0,1,0,1,0,0,,0,0,0,0,0.333,0.446,0.667,1.112,4,1.55,-0.052,7.39,-0.15%,0.11,CF,-0.15%,0.11,CF
24-Jul,NYY,@,DET,W6-3,CG(11),5,3,1,2,1,0,0,1,2,1,0,0,0,,0,0,0,0,0.345,0.462,0.678,1.14,4,2.19,0.256,11.76,0.82%,1.58,CF,0.82%,1.58,CF
25-Jul,NYY,,CLE,L2-4,CG,4,4,0,2,0,0,0,1,0,0,1,0,0,,0,0,0,0,0.352,0.464,0.67,1.134,4,1.44,-0.043,11.3,-0.20%,-0.05,CF,-0.20%,-0.05,CF
28-Jul,NYY,,CLE,W3-2,CG,4,3,0,2,0,0,0,0,1,0,0,0,0,,0,0,0,0,0.362,0.474,0.67,1.144,4,1.02,0.063,9.02,0.33%,0.75,CF,0.33%,0.75,CF
29-Jul,NYY,,CHW,W3-2,CG,4,2,0,0,0,0,0,0,2,1,0,0,0,,0,0,0,0,0.354,0.475,0.656,1.131,4,1.52,-0.002,8.03,-0.01%,0.08,CF,-0.01%,0.08,CF
30-Jul,NYY,,CHW,L2-9,CG,4,3,0,1,0,0,0,0,1,0,0,0,0,,0,1,0,0,0.354,0.475,0.646,1.122,4,1.31,-0.023,6.89,-0.07%,-0.45,CF,-0.07%,-0.45,CF
Jul 31 (1),NYY,,CHW,W3-2,CG,4,3,0,0,0,0,0,0,1,0,0,0,0,,0,1,0,0,0.343,0.468,0.627,1.096,4,1.34,-0.118,7.68,-0.41%,-1.1,CF,-0.41%,-1.1,CF
Jul 31 (2),NYY,,CHW,L1-2,CG(10),5,4,0,1,0,0,0,0,1,0,1,0,0,,0,0,0,0,0.34,0.466,0.613,1.079,4,1.85,-0.164,9.96,-0.53%,-0.67,CF,-0.53%,-0.67,CF
2-Aug,NYY,,DET,L2-10,CG,4,4,0,1,0,0,0,1,0,0,0,0,0,,0,0,0,0,0.336,0.459,0.6,1.059,4,0.79,0.037,4.82,0.14%,0.06,CF,0.14%,0.06,CF
3-Aug,NYY,,DET,W7-5,CG,4,4,1,1,0,0,0,1,0,0,0,0,0,,0,1,0,0,0.333,0.453,0.588,1.041,4,1.15,0.206,7.64,0.82%,-0.24,CF,0.82%,-0.24,CF
4-Aug,NYY,,DET,L2-3,CG(11),4,4,1,1,1,0,0,1,0,0,0,0,0,,0,0,0,0,0.331,0.448,0.585,1.032,4,1.19,0.004,7.92,0.01%,0.44,CF,0.01%,0.44,CF
Aug 5 (1),NYY,,SLB,W10-2,CG,5,3,2,2,1,0,1,1,2,0,0,0,0,,0,0,0,0,0.339,0.459,0.62,1.079,4,0.46,0.108,3.04,0.42%,2.48,CF,0.42%,2.48,CF
Aug 5 (2),NYY,,SLB,W10-5,CG,5,3,2,1,0,0,0,0,1,0,0,1,0,,0,0,0,0,0.339,0.464,0.613,1.077,4,0.48,-0.034,3.02,-0.13%,-0.01,CF,-0.13%,-0.01,CF
6-Aug,NYY,,SLB,W9-8,CG,5,5,2,2,0,0,2,2,0,0,0,0,0,,0,1,0,0,0.341,0.462,0.651,1.113,4,1.74,0.29,11.27,1.13%,0.38,CF,1.13%,0.38,CF
Aug 7 (1),NYY,,SLB,W20-2,GS-7,5,4,2,3,1,0,0,4,1,0,0,0,0,,1,0,0,0,0.353,0.472,0.662,1.134,4,0.39,0.139,2.39,0.51%,4.73,CF,0.51%,4.73,CF
Aug 7 (2),NYY,,SLB,T2-2,CG(10),4,3,1,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0.346,0.467,0.647,1.114,4,1.47,-0.009,8.47,-0.03%,0.29,CF,-0.03%,0.29,CF
9-Aug,NYY,@,BOS,L3-6,CG,4,4,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.343,0.462,0.636,1.098,4,0.87,-0.083,6.43,-0.37%,-0.65,CF,-0.37%,-0.65,CF
10-Aug,NYY,@,BOS,W3-2,CG,4,3,1,1,1,0,0,0,1,0,0,0,0,,0,0,0,0,0.343,0.463,0.636,1.099,4,1.14,0.108,9.31,0.53%,0.86,CF,0.53%,0.86,CF
